URN,la_code,la_name,establishment_number,establishment_name,type_of_establishment,establishment_type_group,establishment_status,phase_of_education,statutory_low_age,statutory_high_age,official_sixth_form,gender,admissions_policy,religious_character,school_capacity,number_of_pupils,percentage_fsm,postcode,easting,northing,lsoa_code,msoa_code,gor_name,urban_rural,london_sub_region,laestab,idaci_quintile,inspection_number,inspection_type,inspection_start_date,publication_date,overall_effectiveness,ofsted_overall_label,category_of_concern,quality_of_education,behaviour_and_attitudes,personal_development,effectiveness_of_leadership_and_management,safeguarding_is_effective,sixth_form_provision,previous_inspection_start_date,previous_overall_effectiveness,previous_category_of_concern,previous_quality_of_education,ks4_attainment8,ks4_pct_grade4_eng_maths,ks4_pct_grade5_eng_maths,ks4_progress8,ks4_p8_lower_ci,ks4_p8_upper_ci,ks4_pct_in_p8_calc,ks4_pct_entering_ebacc,ks4_pct_achieving_ebacc,ks4_ebacc_aps,ks4_total_pupils,scap_school_places,scap_pupils_on_roll,scap_unfilled_places,scap_pct_unfilled,scap_pupils_over_capacity,scap_pct_over_capacity,scap_utilisation_pct,sf_capacity,sf_pupils_on_roll,sf_utilisation_pct,wf_pupils_fte,wf_qualified_teachers_fte,wf_teachers_fte,wf_pupil_to_qual_unqual_teacher_ratio,imd_score,imd_rank,imd_decile,idaci_score,idaci_decile,imd_education_score,imd_education_decile,ks4_attainment8_england_quartile,ks4_p8_category,idaci_pct_approx,intake_neighbourhood_gap
101364,302,Barnet,5407.0,St James' Catholic High School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,1400.0,1254.0,30.0,NW9 5PE,521928.0,190571.0,E01000151,E02000049,London,Urban: Nearer to a major town or city,Outer London,3025407.0,4.0,10023659,Maintained Academy and School Short inspection,2017-03-07,26/04/2017,2.0,Good,,9.0,9.0,9.0,2.0,Yes,2.0,27/02/2013,2.0,,9.0,50.7,71.4,55.5,0.32,0.13,0.52,89.0,68.3,41.0,4.79,227.0,1500.0,1253.0,247,16.46666667,0,0,83.5,300.0,167.0,55.7,1254.0,62.0,78.0,16.1,50.246,2331.0,1.0,0.686,1.0,30.822,3.0,Q3,Above avg (+0.1 to +0.5),100.0,-70.0
101564,304,Brent,5407.0,Newman Catholic College,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,19.0,Has a sixth form,Boys,Non-selective,Roman Catholic,1000.0,677.0,35.0,NW10 3RN,522218.0,183549.0,E01000533,E02000123,London,Urban: Nearer to a major town or city,Outer London,3045407.0,4.0,ITS376592,S5 Inspection,2011-09-21,13/10/2011,2.0,Good,,9.0,9.0,9.0,2.0,9,2.0,06/05/2009,2.0,,9.0,39.8,53.3,32.2,-0.21,-0.56,0.14,71.0,32.2,16.7,3.52,90.0,912.0,720.0,192,21.05263158,0,0,78.9,300.0,235.0,78.3,677.0,49.48,53.28,12.7,54.744,1629.0,1.0,0.994,1.0,24.319,4.0,Q1 (lowest),Below avg (-0.5 to -0.1),100.0,-65.0
101676,305,Bromley,5410.0,St Olave's and St Saviour's Grammar School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Boys,Selective,Church of England,838.0,1085.0,4.5,BR6 9SH,546558.0,165140.0,E01000794,E02000161,London,Urban: Nearer to a major town or city,Outer London,3055410.0,2.0,10345746,S5 Inspection,2024-11-05,01/12/2024,,,,1.0,1.0,1.0,1.0,Yes,1.0,06/03/2014,1.0,,9.0,85.8,100.0,100.0,1.27,1.0,1.54,84.0,95.2,93.7,8.45,126.0,1097.0,1085.0,12,1.09389243,0,0,98.9,442.0,447.0,101.1,1085.0,60.05,60.85,17.8,1.801,33484.0,10.0,0.042,10.0,3.198,9.0,Q4 (highest),Well above avg (>+0.5),10.0,-5.5
101811,306,Croydon,4600.0,Archbishop Tenison's CofE High School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Church of England,800.0,784.0,35.8,CR0 5JQ,533615.0,165122.0,E01001044,E02000216,London,Urban: Nearer to a major town or city,Outer London,3064600.0,4.0,ITS413302,S5 Inspection,2013-05-15,10/06/2013,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,27/02/2008,1.0,,9.0,45.9,64.2,40.8,-0.18,-0.45,0.08,93.0,54.2,20.0,4.14,120.0,851.0,759.0,92,10.81081081,0,0,89.2,251.0,75.0,29.9,784.0,42.88,42.88,18.3,9.459,25626.0,8.0,0.206,7.0,6.019,9.0,Q2,Below avg (-0.5 to -0.1),40.0,-4.200000000000003
101814,306,Croydon,4702.0,St Mary's Catholic High School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,1115.0,564.0,38.3,CR9 2EE,532461.0,166335.0,E01034141,E02000213,London,Urban: Nearer to a major town or city,Outer London,3064702.0,4.0,10023581,Requires Improvement S5 Reinspection Visit 2,2017-02-01,27/02/2017,2.0,Good,,9.0,9.0,9.0,2.0,Yes,9.0,21/01/2015,3.0,,9.0,39.8,52.3,29.9,0.29,-0.03,0.6,72.0,15.9,7.5,3.37,107.0,909.0,569.0,340,37.40374037,0,0,62.6,,,,564.0,29.0,32.0,17.6,15.223,19073.0,6.0,0.303,5.0,8.594,8.0,Q1 (lowest),Above avg (+0.1 to +0.5),60.0,-21.700000000000003
101821,306,Croydon,5403.0,Thomas More Catholic School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,850.0,631.0,39.2,CR8 2XP,531024.0,162230.0,E01001092,E02000230,London,Urban: Nearer to a major town or city,Outer London,3065403.0,4.0,10088874,Requires Improvement S5 Reinspection Visit 2,2019-04-30,03/06/2019,2.0,Good,,9.0,9.0,9.0,2.0,Yes,3.0,13/12/2016,3.0,,9.0,42.5,60.5,37.7,-0.13,-0.41,0.15,84.0,49.1,25.4,3.84,114.0,757.0,645.0,112,14.79524439,0,0,85.2,109.0,18.0,16.5,631.0,31.27,35.27,17.9,17.849,16496.0,5.0,0.407,4.0,4.659,9.0,Q2,Below avg (-0.5 to -0.1),70.0,-30.799999999999997
101928,307,Ealing,4020.0,Villiers High School,Foundation school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1500.0,1445.0,34.8,UB1 3BT,512936.0,180128.0,E01001361,E02000260,London,Urban: Nearer to a major town or city,Outer London,3074020.0,3.0,10088890,S5 Inspection,2019-05-22,19/06/2019,1.0,Outstanding,,9.0,9.0,9.0,1.0,Yes,1.0,23/04/2015,2.0,,9.0,46.2,66.8,50.0,0.5,0.3,0.69,78.0,36.3,14.1,4.09,262.0,1310.0,1491.0,0,0,181,13.81679389,113.8,200.0,240.0,120.0,1445.0,81.6,85.6,16.9,45.091,3336.0,1.0,0.544,2.0,44.103,2.0,Q3,Above avg (+0.1 to +0.5),90.0,-55.2
101934,307,Ealing,4603.0,The Cardinal Wiseman Catholic School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,1865.0,1994.0,14.8,UB6 9AW,514424.0,181988.0,E01001261,E02000249,London,Urban: Nearer to a major town or city,Outer London,3074603.0,3.0,10052737,S5 Inspection,2018-07-03,10/09/2018,1.0,Outstanding,,9.0,9.0,9.0,1.0,Yes,1.0,14/10/2014,2.0,,9.0,58.1,81.8,69.7,0.83,0.66,0.99,97.0,77.4,62.6,5.47,297.0,2320.0,1982.0,338,14.56896552,0,0,85.4,464.0,451.0,97.2,1994.0,123.8,130.8,15.2,30.838,7875.0,3.0,0.531,3.0,20.241,5.0,Q4 (highest),Well above avg (>+0.5),80.0,-65.2
101939,307,Ealing,5400.0,Brentside High School,Foundation school,Local authority maintained schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,1600.0,1589.0,45.0,W7 1JJ,515266.0,182151.0,E01001283,E02000253,London,Urban: Nearer to a major town or city,Outer London,3075400.0,3.0,10366919,S5 Inspection,2025-04-29,09/06/2025,,,,2.0,2.0,2.0,2.0,Yes,1.0,15/06/2011,2.0,,9.0,45.7,61.6,41.7,-0.04,-0.22,0.13,93.0,74.9,33.9,4.32,271.0,1783.0,1682.0,101,5.66461021,0,0,94.3,325.0,303.0,93.2,1589.0,95.1,99.1,16.0,35.149,6124.0,2.0,0.584,2.0,20.385,5.0,Q2,Average (-0.1 to +0.1),90.0,-45.0
101940,307,Ealing,5401.0,Greenford High School,Foundation school,Local authority maintained schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,2000.0,2015.0,39.4,UB1 2GU,513180.0,182618.0,E01032744,E02000247,London,Urban: Nearer to a major town or city,Outer London,3075401.0,4.0,10220060,S5 Inspection,2022-02-08,30/03/2022,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,07/11/2011,1.0,,9.0,51.5,78.4,59.8,0.37,0.2,0.53,95.0,44.9,23.3,4.61,296.0,2295.0,2002.0,293,12.76688453,0,0,87.2,703.0,512.0,72.8,2015.0,125.03,133.03,15.1,40.685,4412.0,2.0,0.721,1.0,27.137,4.0,Q4 (highest),Above avg (+0.1 to +0.5),100.0,-60.6
101941,307,Ealing,5402.0,The Ellen Wilkinson School for Girls,Foundation school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Non-selective,,1480.0,1290.0,30.9,W3 0HW,518894.0,181164.0,E01001273,E02006968,London,Urban: Nearer to a major town or city,Outer London,3075402.0,3.0,10058842,S5 Inspection,2019-06-04,27/06/2019,1.0,Outstanding,,9.0,9.0,9.0,1.0,Yes,2.0,14/01/2014,2.0,,9.0,58.1,79.7,61.9,0.97,0.77,1.18,89.0,36.1,25.2,5.14,202.0,1480.0,1303.0,177,11.95945946,0,0,88.0,332.0,257.0,77.4,1290.0,73.78,80.78,16.0,13.189,21244.0,7.0,0.257,6.0,3.998,9.0,Q4 (highest),Well above avg (>+0.5),50.0,-19.1
101943,307,Ealing,5404.0,Islip Manor High School,Foundation school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1100.0,858.0,37.7,UB5 4HP,512687.0,184974.0,E01001317,E02000240,London,Urban: Nearer to a major town or city,Outer London,3075404.0,4.0,ITS462175,Requires Improvement S5 Reinspection Visit 1,2015-07-08,07/09/2015,2.0,Good,,9.0,9.0,9.0,2.0,9,2.0,26/06/2013,3.0,,9.0,38.9,54.3,34.1,-0.24,-0.49,0.01,70.0,21.4,13.3,3.47,173.0,1172.0,980.0,192,16.38225256,0,0,83.6,110.0,218.0,198.2,858.0,54.05,55.05,15.6,30.412,8080.0,3.0,0.591,2.0,23.396,4.0,Q1 (lowest),Below avg (-0.5 to -0.1),90.0,-52.3
102045,308,Enfield,4026.0,Winchmore School,Community school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1433.0,1788.0,27.7,N21 3HS,532148.0,193892.0,E01001570,E02000302,London,Urban: Nearer to a major town or city,Outer London,3084026.0,3.0,ITS427395,S5 Inspection,2013-10-02,24/10/2013,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,03/02/2010,2.0,,9.0,50.0,71.4,56.0,0.13,-0.06,0.31,95.0,61.0,40.2,4.59,241.0,1680.0,1729.0,0,0,49,2.91666667,102.9,450.0,522.0,116.0,1788.0,106.74,109.24,16.4,21.263,13703.0,5.0,0.364,5.0,11.005,7.0,Q3,Above avg (+0.1 to +0.5),60.0,-32.3
102048,308,Enfield,4030.0,Enfield County School for Girls,Community school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Non-selective,Does not apply,1167.0,1015.0,34.0,EN2 6QG,532660.0,196786.0,E01001536,E02000284,London,Urban: Nearer to a major town or city,Outer London,3084030.0,4.0,10289832,S5 Inspection,2023-09-20,12/11/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,03/10/2012,1.0,,9.0,53.0,79.0,60.2,0.38,0.17,0.59,94.0,93.4,44.8,5.07,181.0,1116.0,1080.0,36,3.22580645,0,0,96.8,200.0,180.0,90.0,1015.0,67.8,69.8,14.5,22.423,12852.0,4.0,0.411,4.0,10.343,7.0,Q4 (highest),Above avg (+0.1 to +0.5),70.0,-36.0
102049,308,Enfield,4037.0,Chace Community School,Community school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1000.0,966.0,41.6,EN1 3HQ,533134.0,197520.0,E01001539,E02000285,London,Urban: Nearer to a major town or city,Outer London,3084037.0,4.0,10212267,Requires Improvement S5 Reinspection Visit 2,2022-04-20,16/06/2022,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,05/06/2018,3.0,,9.0,38.0,55.9,28.7,-0.6,-0.81,-0.39,93.0,53.8,15.9,3.37,195.0,1120.0,1039.0,81,7.23214286,0,0,92.8,220.0,178.0,80.9,966.0,69.47,73.47,13.1,12.936,21517.0,7.0,0.26,6.0,7.004,8.0,Q1 (lowest),Well below avg (<-0.5),50.0,-8.399999999999999
102052,308,Enfield,4702.0,Bishop Stopford's School,Voluntary aided school,Local authority maintained schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Church of England,1165.0,612.0,46.6,EN1 3PU,534676.0,197189.0,E01001513,E02000288,London,Urban: Nearer to a major town or city,Outer London,3084702.0,5.0,ITS442126,Requires Improvement S5 Reinspection Visit 1,2015-01-08,30/01/2015,2.0,Good,,9.0,9.0,9.0,2.0,9,2.0,10/01/2013,3.0,,9.0,36.5,48.9,27.0,-0.54,-0.8,-0.29,84.0,4.3,1.4,3.02,141.0,1165.0,738.0,427,36.65236052,0,0,63.3,235.0,100.0,42.6,612.0,39.1,40.1,15.3,44.271,3514.0,2.0,0.662,1.0,36.504,2.0,Q1 (lowest),Well below avg (<-0.5),100.0,-53.4
